branch	tip_sha	last_commit	subject
ag-rev-v3-gap1-recut-reg-1508	bcdb7e4e66e78b68e708e6e570e1dc81889c10c8	2026-08-02	[REVIEW] no-go comparable GAP-1 recut
ag-rev-v3-gap1-recut-sec-1508	17a2a0b937a54727a52e9b234ed2d32d70daf5b0	2026-08-02	[REVIEW] no-go GAP-1 recut security evidence
ag-rev-v3-gap1-red-r2-1515	1e56ef2c70c5b6e3610b164970f194bea5d05d64	2026-08-02	[REVIEW] reject stale GAP-1 evidence binding
ag-rev-v3-gap1-reg-1499	f64855339060d1b34a9ad5883db2eb1f5869b2bc	2026-08-02	[REVIEW] reject V3-GAP-1 false-green regression evidence
ag-rev-v3-gap2-evidence-r5-1533	60795e0ab14a2e426f708b9e3e484ff43cce6047	2026-08-02	[REVIEW] NO-GO GAP-2 r5 evidence
ag-rev-v3-gap2-r3-sec-1508	38017421a2024dffa4000cee474d393e1cc47aa0	2026-08-02	[REVIEW] no-go GAP-2 r3 on unverifiable scan base
ag-rev-v3-gap2-r4-reg-1524	0a60398d1d1811360b6b049a79d0c870315c75f9	2026-08-02	[REVIEW] reject GAP-2 r4 regression evidence
ag-rev-v3-gap2-r5-ops-1533	73db42dbb21e8559dbc90446a6b2c918fd7d0ddf	2026-08-02	[REVIEW] NO-GO GAP-2 r5 operations security
ag-rev-v3-gap2-r7-1533	45f468fbab21d06403b47b2a7d8965e99a0e7267	2026-08-02	[REVIEW] NO-GO GAP-2 r7 operational evidence
ag-rev-v3-gap2-recut-ops-1515	24b00900c1e505d3bcdd382235ea854ae374ce05	2026-08-02	[REVIEW] record GAP-2 operations NO-GO
ag-rev-v3-gap2-recut-reg-1515	7e9c0958012a2ee492d2cefb2feac9b80daa15d1	2026-08-02	[REVIEW] reject incomplete GAP-2 regression evidence
ag-rev-v3-gap2-recut-sec-1508	d4609c181061887624cd702f402647a35dc6d8e7	2026-08-02	[REVIEW] accept exact GAP-2 durability lock SHA
ag-rev-v3-gap3-r2-reg-1515	35dde602fe1f0b7412c095d4557e0458eda6c472	2026-08-02	[REVIEW] reject GAP-3 r2 runtime wiring regression
ag-rev-v3-gap3-r3-ops-1529	ca651b29a15d6e2a6795c63e9da72bec20392904	2026-08-02	[REVIEW] record GAP-3 r3 operations NO-GO
ag-rev-v3-gap3-r3-sec-1529	c12ec6fcca1b8ef3a890908ac2e55e654f944a6a	2026-08-02	[REVIEW] record GAP-3 r3 security NO-GO
ag-rev-v3-gap4-atleastonce-1524	83c704a52f7e1a400acc2241749e71cc31b40fab	2026-08-02	[REVIEW] NO-GO GAP-4 at-least-once candidate
ag-rev-v3-gap4-r3-ops-1508	d34d793acfe8e95076d2666569ed9a42ff5ea5ba	2026-08-02	[REVIEW] reject GAP-4 r3 operations evidence
ag-rev-v3-gap4-r3-reg-1508	199d2d8464fbe6f90db77ac9a7bdcc86a5aed3be	2026-08-02	[REVIEW] reject GAP-4 r3 regression evidence
ag-rev-v3-gap4-r3-sec-1508	eb562522d65e9f4f0f28e97d6c32f058ebe1f254	2026-08-02	[REVIEW] reject GAP-4 r3 security evidence
ag-rev-v3-gap4-recut-ops-1508	d86f26fad5cb5623c84f20ca4787877dd6808f5b	2026-08-02	[REVIEW] reject GAP-4 recut operations evidence
ag-rev-v3-gap4-recut-sec-1508	1137e1663d4923965434b86caa6a3109b9485795	2026-08-02	[REVIEW] reject GAP-4 recut security evidence
ag-rev-v3-gap5-r2-ops-1524	85f36ecde58f669f1f94e77556d2086e42af15f3	2026-08-02	[REVIEW] reject incomplete GAP-5 runtime evidence
ag-rev-v3-gap5-r2-reg-1529	ef8bc786a5a1b180f58b5c350ea08b56253d96ef	2026-08-02	[REVIEW] reject comparable GAP-5 r2 evidence
ag-rev-v3-gap5-r2-sec-1524	1fb1dc5c3db0cf21c90c30dbeddef997a5a35dcf	2026-08-02	[REVIEW] reject comparable GAP-5 r2
ag-rev-v3-gap5-r8-1544	b2cbeff3893adcb6abbbc78c80d94ec0e9a05986	2026-08-02	[REVIEW] accept GAP-5 r8 exact-owned cleanup
ag-rev-v3-gap5-r9b-1551	ddf00c04880323d73c3f13a0bee14eab12d33b2c	2026-08-02	[REVIEW] reject GAP-5 r9b evidence SHA mismatch
ag-rev-v3-gap5-r9c-1551	c32491b6becf79aea1d08a5f93479cbb42cb46fb	2026-08-02	[REVIEW] accept GAP-5 r9 exact SHA
ag-rev-v3-prepare-design-1565	1ed1e6e428fcef7dafd4dc645989251f61fd02d5	2026-08-02	[REVIEW] reject non-terminal teardown proof design
ag-rev-v3-prepare-r3-1565	2f822541c9f48db670a39d4a8ececba47b2087c5	2026-08-03	[REVIEW] accept teardown convergence design
ag-rev-v3-r16-operations-1565	3d0258c6e8e1204e80607aec82cbee4cd56338a7	2026-08-02	[REVIEW] reject r16 operations recovery candidate
ag-rev-v3-r16-regression-1565	09040509e6aaaaeb8d99e94ed089bb15e00a3bfd	2026-08-02	[REVIEW] reject R16 authority migration false-green gaps
ag-rev-v3-r16-security-1565	f9ab2636c161ee6e4c9c9f0b6067e1b5fcdeb54a	2026-08-02	[CODER] correct r16 authority migration safety
ag-rev-v3-scope-r4-process-1529	816f5b724a86f0fe8b5bcb523cf70af59cdb35db	2026-08-02	[REVIEW] Reject forgeable v3 cutover authority
ag-rev-v3-scope-r4-reg-1529	0c5641386b2842ab5286af04b1f2e7b091da46fb	2026-08-02	[REVIEW] Reject v3 cutover scope r4 authority locks
ag-rev-v3-scope-r5-proto-1533	3547adfdb019ff71e63dd1729488e699c58881cf	2026-08-02	[REVIEW] Reject v3 authority r5 protocol
ag-rev-v3-scope-r5-sec-1533	8988c73b19d83a9e4f5a9184d72bacc5afd3c8ce	2026-08-02	[REVIEW] Reject v3 scope authority r5
ag-rev-w15-media-hermetic-r6-1551	e6c2420e0a19bce73cb222e14061aeffc7aa1708	2026-08-02	[REVIEW] reject W15 hermetic boundary r6
ag-rev-w15-media-r10-1579	6337fc19c4a6f072b1fd7be915b8771ae9c10bb8	2026-08-03	[REVIEW] accept W15 causal interruption evidence
ag-rev-w15-media-socket-boundary-r3-1551	9a5a40fa0e8b6ac595167433f9fc7f35e5fc63c6	2026-08-02	[REVIEW] reject W15 hermetic boundary r3
ag-rev-w20-ops-1479	73ce7ae466beab80960950ca37d6154ad4b9c651	2026-08-02	[REVIEW] reject W-20 path ownership operations
ag-rev-w20-path-authority-impl-r1-1551	ca67bd2bdde1fc66046a32cc8731a802c2a24679	2026-08-02	[REVIEW] reject W-20 path authority implementation r1
ag-rev-w20-path-authority-r7-1565	a32377f893f27ea59263fc1d92d5549647c90a89	2026-08-02	[REVIEW] reject W-20 path authority r7
ag-rev-w20-r2-1544	9010fe99565b3816004d3b60ba2b63a31f23f426	2026-08-02	[REVIEW] reject W-20 path ownership r2
ag-rev-w20-reg-1479	97018c47b96987d01c70270c12aced9e1591c0d8	2026-08-02	[REVIEW] reject W-20 path ownership candidate
ag-rev-w20-sec-1479	7bc696b55e25da3995b9b970666f8e749cb4e825	2026-08-02	[REVIEW] reject W-20 path ownership boundary
ag-rev-w35-daemon-deps-r10-1565	c0b561ac6a5c2539368d8a1b4341a2db166b551f	2026-08-02	[REVIEW] Accept daemon dependency bootstrap
ag-rev-w35-daemon-deps-r11-recut-1581	3511d16556bf81b828db48dc3d1a9b5e9e99f09d	2026-08-03	[REVIEW] accept bounded W35 recut with aggregate NO-GO
ag-rev-w35-ops-r3	e83a1714d7ea275fc2576e57e4378e71c0c1a7eb	2026-08-02	[REVIEW] Reject W-35 rework r2 operations rollback
ag-rev-w35-r5-ops-1515	017c92e1b3d15d56b4627acf683f642bbbb8c2aa	2026-08-02	[REVIEW] Accept W-35 r5 operations boundary
ag-rev-w35-r5-reg-1515	c784d7d741f209c47e360c85ad551a7c58020ded	2026-08-02	[REVIEW] Accept W-35 r5 regression boundary
ag-rev-w35-r5-sec-1515	eb1593f6e1863ced140fdeb801bd327d412038d8	2026-08-02	[REVIEW] Accept W-35 r5 security boundary
ag-rev-w35-r5-synth-1524	ce64ec39479af74fcbb6e298ab18495bed3090a8	2026-08-02	[REVIEW] Synthesize W-35 r5 landing readiness
ag-rev-w35-r6-live-1533	c241ddc6f27cd13326cc21b795fb833576b72575	2026-08-02	[REVIEW] Reject W-35 r6 non-atomic repair
ag-rev-w35-r7-1533	99a0bba9e2e22c202c12ec8caa399c916fd4c631	2026-08-02	[REVIEW] NO-GO W-35 launcher r7
ag-rev-w35-reg-r3	6cc3055b6391bb04b758fbcee36343ec0d0e4287	2026-08-02	[REVIEW] Reject W-35 rework r2 false-green locks
ag-rev-w35-sec-r3	440f9217d23573938261e3bd66de2dae57b9c4af	2026-08-02	[REVIEW] Reject W-35 root capability boundary
ag-rev-w36-db-deps-1506	7f31ffbdd430ad8b692941af0c7347d5552bf12d	2026-08-02	[REVIEW] Reject W-36 database inventory portability
ag-rev-w36-int-r3	74c950704ee621533d90fb34dc10b97749f26295	2026-08-02	[REVIEW] Record W-36 rework r2 integrity verdict
ag-rev-w36-reg-r3	494475a624a44f228e92584f4af84958638c18e5	2026-08-02	[REVIEW] Reject W-36 r2 regression evidence
ag-rev-w43-corr-r1	35bcdc11bbc986b8403acec387396c839d9eab1c	2026-08-02	[REVIEW] reject W-43 queue invariant candidate
ag-rev-watchdog-readiness-r5-1575	7aa979f4703e6cd960ab72bf077f37642fe98401	2026-08-03	[REVIEW] accept watchdog readiness teardown evidence
ag-rev-watchdog-transport-boundary-r2-1581	200055c11a8380322cf370c9af835cbdcad30f15	2026-08-03	[REVIEW] reject watchdog transport boundary false green
ag-review-autonomy-night-idle	e66e6ba4af9996cfe618a85bfe403ac8e61a18ef	2026-08-02	[CODER] record overnight autonomy idle evidence
ag-review-capture-telegram-report-format	b2bd1251800c5d57799cbe30a31c14d69b83dc90	2026-08-01	[REVIEW] accept Telegram report-format capture
ag-review-fleet-floor	5a3c493cd70d21484073f6023873a296ce46490f	2026-08-01	[REVIEW] reject fleet floor enforcement
ag-review-fleet-floor-2	d539742cf072386d6ea8f96342896165879b235f	2026-08-01	[REVIEW] accept fleet floor enforcement
ag-review-hr1275-1295-instr	eec9edd809827044d1237b64a2090e4b165f3055	2026-08-02	[REVIEW] reject incomplete HR-1275 and HR-1295 routing
ag-review-hr1275-ci-api	5abc9b5ce46961fb3710c449bb689f3e1caddc02	2026-08-02	[REVIEW] reject HR-1275 CI inventory API
ag-review-hr1275-db-fixture	b57e6ce615107d8b725342604abded2786e7bcb1	2026-08-02	[REVIEW] reject database access fixture
ag-review-hr1275-deploy-fixture	f209eec6964c2636eb56b8d9a13f974337c7be6b	2026-08-02	[REVIEW] reject mutable migration fixture image
ag-review-hr1275-deps-closure	05dd9a626c4a6b7817d948c77da0ef452b45b4d2	2026-08-02	[REVIEW] reject HR-1275 dependency closure helper
ag-review-hr1275-deps-r2	1e7d9d731da2c1f35445d6221a7043a18d33c354	2026-08-02	[REVIEW] reject HR-1275 dependency closure r2
ag-review-hr1275-fullsuite	537baf181867f4c918e466879ed4bb0fcce59c99	2026-08-02	[REVIEW] reject HR-1275 full-suite consumer
ag-review-hr1275-instruction-r1	7fae16d462fba25bb45777c8827aca38f0357316	2026-08-02	[REVIEW] accept HR-1275 instruction routing
ag-review-hr1275-landing-mandatory	d7b7cde4e944dd1f109d6528f1c50d6a18adf494	2026-08-02	[REVIEW] accept mandatory landing verification
ag-review-hr1275-manifest	fbfdb9b72b2f9b4a9e413fb43de606077fa4287f	2026-08-02	[REVIEW] reject HR-1275 exact suite manifest
ag-review-hr1275-topology-fixture	f457e49c4207c704d133911ea883c4e12f2d174a	2026-08-02	[REVIEW] reject topology fixture evidence
ag-review-hr1295-fresh-r1	3d9cd080e82535d44d3699e7c3fa66c27ceffb2e	2026-08-02	[REVIEW] reject HR-1295 fresh-session candidate
ag-review-infrastructure-recurrence-independent	9b959eea181510f93004735d87634b339c284d4d	2026-08-01	[REVIEW] reject recurrence plan authority and snapshot gaps
ag-review-infrastructure-recurrence-r2	2a8d75273f29cdeb47aef32d43ce3b2e403295a0	2026-08-01	[REVIEW] accept recurrence prevention plan round 2
ag-review-instr-unmeasured	d77aeae42fc8cc809ba0c175d1a6a08aa4ac347a	2026-08-02	[REVIEW] Accept unmeasured fail instruction
ag-review-legacy-infra-parity	5abc099aa0411c889ab37d4fca26874b2a41a01a	2026-08-02	[REVIEW] Reject incomplete legacy infrastructure parity audit
ag-review-legacy-parity-r2	4fa060682070f7a3d161e50e05b6142ad4efc51f	2026-08-02	[REVIEW] Reject incomplete legacy parity audit r2
ag-review-ml6-quota	002f5b9305a237f4db632fe2f292218f14b54caa	2026-08-01	[REVIEW] accept ML-6 vendor quota visibility
ag-review-provider-reg-1581-final	0a91c1622eae2a6a1da7820d8c349ded0c94f075	2026-08-03	[REVIEW] reject provider sandbox false-green lock
ag-review-session-survival	f8d9b3ec65828aedc8617152f3dd4c106ccb5023	2026-08-01	[REVIEW] reject unproven daemon restart survival
ag-review-session-survival-2	d28842a3817a4072c0763a63b10eeca2c26e0fcf	2026-08-01	[REVIEW] reject incomplete W-31 survival rework
ag-review-session-survival-3	041fe6ed976209d55b66f8ac8c397840e9b1edd1	2026-08-01	[REVIEW] accept W-31 session survival round 3
ag-review-status-human-2	887ad1e89139e66b3c19cd6193a2629314d34f02	2026-08-01	[REVIEW] Accept human-useful Telegram status
ag-review-telegram-operator-language-3-boundary	e2702adfb4b28c9f7ae19030d53139df8a97dc33	2026-08-01	[REVIEW] reject Telegram language round 3 boundary
ag-review-telegram-operator-language-4-ops	5491e85be9f4a36c7b1319f5675a0d4aa9036df0	2026-08-01	[REVIEW] reject Telegram language round 4 false-green
ag-review-telegram-operator-language-5	c3028abae3997dbd68770fe565b2cf17c1957f01	2026-08-02	[REVIEW] reject Telegram language round 5 false-greens
ag-review-telegram-operator-language-6	51644f315767e24d9f24c3b4bbcbe2f1c409ac75	2026-08-02	[REVIEW] reject Telegram language round 6
ag-review-telegram-report-format-2	e056fcdd775985b755af8279f4f0ff129133a667	2026-08-01	[REVIEW] reject Telegram report projection round 2
ag-review-telegram-report-format-3	af66853649c116f2f2d396e933c932ed66fa91e3	2026-08-01	[REVIEW] reject Telegram report projection round 3
ag-review-telegram-report-format-4	49c3192647832bbe0a13c4ecfa2df398ba6d0974	2026-08-01	[REVIEW] reject Telegram report projection round 4
ag-review-telegram-report-format-5	e85b53878290f5babfc5b23a897f328597715ac6	2026-08-02	[REVIEW] reject Telegram report projection round 5
ag-review-telegram-report-format-6	7ed13564a8f8182b9349e0cb95cc0d1ffd2cd568	2026-08-02	[REVIEW] reject Telegram report projection round 6
ag-review-telegram-report-format-7	1089153d1724e9080b613feb9dc5f4fe8a6f381c	2026-08-02	[REVIEW] reject Telegram report projection round 7
ag-review-terminal-alarm	7f7f1aded4b7279f04a011d9c384a9dbabc02cd6	2026-08-01	[REVIEW] Reject unsafe terminal alert narrowing
ag-review-terminal-alarm-10	0f934db03dd5264d7fb1243294474eac2cfc8dd5	2026-08-01	[REVIEW] accept terminal alert round 10
ag-review-terminal-alarm-2	5e94d9f48f8f3599b357519e15c982eac4e2dafc	2026-08-01	[REVIEW] Reject terminal alarm self-echo bypass
ag-review-terminal-alarm-3	79e835061395f47a5ffa96ad47b0052bff4231f5	2026-08-01	[REVIEW] Reject broad terminal alert echo suppression
ag-review-terminal-alarm-4	e6b71fea153e4b807844da4822a653d231bfd683	2026-08-01	[REVIEW] Reject round-4 terminal echo suppression
ag-review-terminal-alarm-5	4aa864db5c92f26e500c802b6119730e982d9923	2026-08-01	[REVIEW] reject forgeable terminal alert frames
ag-review-terminal-alarm-6	81262c43c3f320a194f54641b3b1295d3cb1c722	2026-08-01	[REVIEW] reject replayable terminal alert nonce
ag-review-terminal-alarm-8	d1b255d3dae60308779a4935994d1e2f49f2b103	2026-08-01	[REVIEW] accept terminal echo round 8
ag-review-terminal-alarm-9	1fa199a5e5ae41413222165678667e88997c4752	2026-08-01	[REVIEW] reject round 9 terminal alert echo boundary
ag-review-turnend-a1	23fc9255fd1ed14782fb3edd45b7cab4cd5bbf43	2026-08-01	[REVIEW] accept watchdog A1 startup-wait bound
ag-review-w26-guard	fb7e569d26fba38b6397f36e716bac5adee77c9a	2026-08-01	[REVIEW] Reject incomplete W-26 dispatch guard
ag-review-w37-alert-routing	699e5ff22b756cb5f54655d775a023a8ed94ad08	2026-08-01	[REVIEW] reject W-37 unsafe alert pointer nonce
ag-review-w37-routing-10-cumulative	7accbbfefb1417ce7f3eb5650d56ae74275be8e5	2026-08-01	[REVIEW] accept W-37 round 10 cumulative fix
ag-review-w37-routing-2b	35221ab56b00ef93ca9aae171bdc73fd419995b8	2026-08-01	[REVIEW] reject W-37 round 2 false-green topology evidence
ag-review-w37-routing-3	f63c93a5f6af47f767b213979ab12886c8792335	2026-08-01	[REVIEW] reject W-37 round 3 journal acceptance
ag-review-w37-routing-4	14f9ebfa5004c91eaa7dfc42f0cfef3306861924	2026-08-01	[REVIEW] reject W-37 round 4 routing
ag-review-w37-routing-5	c52ac95117688dceb241ce1bc08e751ced6c528f	2026-08-01	[REVIEW] reject W-37 round 5 fixture cleanup
ag-review-w37-routing-6	e3abd7b8e9a06c88d3fa4ff9f704eff031dc3ad8	2026-08-01	[REVIEW] reject W-37 round 6 lifecycle evidence
ag-review-w37-routing-7	7eee7db1e07e205d57c3143e45635d570ae38b0a	2026-08-01	[REVIEW] accept W-37 round 7 topology and cleanup
ag-review-w37-routing-8-cumulative	1c81e331d0a9a558a76d3c377f06a99f1d14cb78	2026-08-01	[REVIEW] reject W-37 cumulative candidate
ag-review-w37-routing-9-cumulative	54d7abf83e70c8c3e17bd9537a5b18af3aed4ac1	2026-08-01	[REVIEW] reject W-37 cumulative lifecycle gap
ag-review-watchdog-recovery-10-ops	4c1e1ba6e70b0ffcfaf7c54e2a2dd38ece7bb2b4	2026-08-01	[REVIEW] accept watchdog round 10 operations security
ag-review-watchdog-recovery-10-regression	0a930d940d9318e74fb4b9473661eaec36f4e1cc	2026-08-01	[REVIEW] accept watchdog recovery round 10 regressions
ag-review-watchdog-recovery-2-ops	7d71c3317287265cac783062cbae8326ad9354dd	2026-08-01	[REVIEW] reject watchdog recovery round 2 operations
ag-review-watchdog-recovery-2-regression	5f8033b474dc46b649f7a49dda83f832037612c9	2026-08-01	[REVIEW] reject watchdog recovery round 2 regression evidence
ag-review-watchdog-recovery-3-ops	4b1caf162698d78b0533a4d6adf2550773c95567	2026-08-01	[REVIEW] reject watchdog recovery round 3 operations
ag-review-watchdog-recovery-3-regression	8592b5cba3628ddf35731cfcf59721a89978fa66	2026-08-01	[REVIEW] reject watchdog recovery round 3 regression evidence
ag-review-watchdog-recovery-4-ops	101539a778b69d15a406606029f50c57347420f1	2026-08-01	[REVIEW] reject watchdog recovery round 4 ops evidence
ag-review-watchdog-recovery-4-regression	f85803003656d41c55f820fda05bd30fee74f6ce	2026-08-01	[REVIEW] reject watchdog recovery round 4 regression evidence
ag-review-watchdog-recovery-5-ops	906beaa6668b6b58db0e512d0c18f5380dad5108	2026-08-01	[REVIEW] reject watchdog round 5 missing-token gate
ag-review-watchdog-recovery-5-regression	af69ebeed22a1c48893f14748a4d6be9ad3b3dfd	2026-08-01	[REVIEW] reject watchdog round 5 false-green locks
ag-review-watchdog-recovery-6-ops	2c54586ca38388caae9af11ce2e550c29b246cb5	2026-08-01	[REVIEW] reject watchdog round 6 alert proof
ag-review-watchdog-recovery-6-regression	9fa53726dc6452b6357d0b77fab536f084b5f78f	2026-08-01	[REVIEW] reject watchdog round 6 false-green gates
ag-review-watchdog-recovery-7-ops	a60731132e2904d31f6ea22b2bfa19885cfeb72f	2026-08-01	[REVIEW] reject watchdog round 7 EnvironmentFile mismatch
ag-review-watchdog-recovery-7-regression	d92f75ce5ae131d28a3a0ed435276fac1b7e3007	2026-08-01	[REVIEW] reject watchdog recovery round 7
ag-review-watchdog-recovery-8-ops	62c1a67b1f295c034eae79f46851982688cd87b1	2026-08-01	[REVIEW] accept watchdog recovery round 8 ops
ag-review-watchdog-recovery-8-regression	9e2672f4571cb5b249357fbde885352bbe60f786	2026-08-01	[REVIEW] reject watchdog round 8 NUL false green
ag-review-watchdog-recovery-9-ops	89556540b74cf054068f603fa4c874a3fcac43c9	2026-08-01	[REVIEW] reject watchdog round 9 UTF-8 false green
ag-review-watchdog-recovery-9-regression	470901835c13a7ce98d62879eb5ab5b50f1fa596	2026-08-01	[REVIEW] reject watchdog round 9 Unicode false green
ag-review-watchdog-recovery-ops	cfd8ea60ee582582b047328a330d4e3f50ab5355	2026-08-01	[REVIEW] reject watchdog recovery runtime candidate
ag-review-watchdog-recovery-regression	7a6ded5ec96bee97c52981507b5893812e3df9c9	2026-08-01	[REVIEW] reject watchdog recovery regression evidence
ag-review2-hr1275-db-fixture	49d1880da7faec2b309d61666d7a3c3abd7cc7d1	2026-08-02	[REVIEW] reject HR-1275 database fixture
ag-review2-hr1275-fullsuite	138a2a1f82956d07c5055a54878e9ec506c4ef64	2026-08-02	[REVIEW] reject full-suite consumer integration
ag-review2-hr1275-landing-mandatory	9fd8a6cc55ad69c3bd3da85917c71eb279f23e60	2026-08-02	[REVIEW] reject incomplete mandatory landing inventory
ag-review2-hr1275-topology-fixture	94d93bd7b3ebc512af7cab617f8d88c7480d60df	2026-08-02	[REVIEW] reject topology fixture regression lock
ag-review3-hr1275-ci-integrate	2f335b2ce85d956cbbf4bb93eada7b93b602b887	2026-08-02	[REVIEW] reject CI manifest integration false greens
ag-review3-hr1275-db-r2	1b3838c6fad8bffb0c3b5ea0ae0c223e082f678b	2026-08-02	[REVIEW] accept database fixture r2
ag-review3-hr1275-deploy-r2	9f34d8566e42821bea41cfdca5cfab3956701b1c	2026-08-02	[REVIEW] accept HR-1275 deploy fixture r2
ag-review3-hr1275-fullsuite-r2	9a603298f3ead45fbc1d4e1192ddc7b397b3ad73	2026-08-02	[REVIEW] reject full-suite signal notification r2
ag-review3-hr1275-topology-r2	518fb07122dd7b1654741d34d5e3e95e33761292	2026-08-02	[REVIEW] reject incomplete topology timeout lock
ag-runner-event-protocol-plan-r8-1565	d27c3646e59cfb4b8cc14122a57f8e9a0876b68b	2026-08-02	[CODER] correct runner event protocol plan r8
ag-runner-event-r9-1565	399216a7cb9661edb2a0611131103a1bd4718e42	2026-08-02	[CODER] revise runner event durability plan r9
ag-runtime-loopback-payload-authority-r22-1565	319cc42ea6c3ff01428292708306dcee0ddcfdd7	2026-08-02	[CODER] correct r22 payload authority transition
ag-runtime-loopback-r13-result-1544	0a0049fb81822deedcbc0415617f765e4dd62d4c	2026-08-02	[CODER] record runtime loopback r13 socket-cgroup blocker
ag-runtime-loopback-r16-design-1551	d862e007d9b9e1d339ec7fe893ff63f5032ea703	2026-08-02	[REVIEW] specify executable runtime loopback r16 correction
ag-runtime-loopback-r16-impl-1551	56bbc2277616b3d8c72f2b82c0ac128673e66267	2026-08-02	[CODER] implement runtime loopback r16 native primitives
ag-runtime-loopback-r24-1565	369472fb376cf845c8321912bfcf697c41188998	2026-08-02	[CODER] correct r24 transition digest bytes
ag-session-survival	d790bc11bae8c18c8525a57bcffa6f99b721bf9e	2026-08-01	[CODER] keep orchestrator outside daemon cgroup
ag-session-survival-2	a3ad2284fe8b3f399db6df92d1ec6cbba78a3737	2026-08-01	[CODER] prove session survives daemon restart
ag-session-survival-3	409714ee699434c9ca18b7a440687d68bb7dcd41	2026-08-01	[CODER] Assert tmux server cgroup survival
ag-session-survival-4	0648138eb3c398c1a3038bee5327db356851197e	2026-08-01	[CODER] record W-31 round 4 evidence
ag-spark-w10-timer-plan-1565	663b1fc9ee321b3491b9047a45757f1bf47284ab	2026-08-02	[REVIEW] review W-10 timer install artifacts and row state
ag-spark-w35-deps-inventory-1565	a70f1fb3604609463548a1d7886aeab46a7c4756	2026-08-02	[REVIEW] W-35 dependency bootstrap inventory and lock gap map
ag-spark-workboard-triage-1562	ae5947d1e40a2d8ebd87fbf005ea55a2709c42aa	2026-08-02	[REVIEW] triage spark workboard open rows
ag-sprint-close-r8b-impl-1581	dc05046ad1f5348310cb7510194a68ff28d09b45	2026-08-03	[CODER] make terminal verification replayable
ag-stack-postmortem	0fdbacd5d185bcfa437e4a383675c6a65bada7db	2026-07-31	[REVIEW] define one-app shell design
ag-stacked-ancestry-audit-1565	1d31fa625910d76e9b3598a479da02c56efd986f	2026-08-02	[REVIEW] audit stacked landing ancestry
ag-statecontract-argv	ca75c21c4a13fee9ca4313eeb89ab60156aa98b2	2026-07-31	[CODER] state-contract checker: close three fail-open holes that manufactured a false red
ag-status-human	dc0c435160e053ca11ec523c5aad556439264bee	2026-07-31	[CODER] secure human status summary (HR-150)
ag-telegram-format-encoding-1515	9af7e1101b95215e151201ffe9ce1757e8458245	2026-08-02	[CODER] lock Telegram rich text and UTF-8 documents
ag-telegram-format-fullsuite-r3-1533	312cbe449c01ac2486c703165a94b1e26dcc2506	2026-08-02	[CODER] retain Telegram full-suite loopback blocker
ag-telegram-format-r2-1524	914d7cfd3f424f1100f42fb34edd419c40270540	2026-08-02	[CODER] fix Telegram UTF-8 adapter formatting
ag-telegram-operator-language	17cc82ff6c14860e2ddc2459098555cd2f1710e9	2026-08-01	[CODER] record Telegram language verification blocker
ag-telegram-operator-language-2	c02d786f6bbd0734b6aede7c5a34b3e6a8cc28fb	2026-08-01	[CODER] rework Telegram operator language delivery
ag-telegram-operator-language-3	fa9c903a15652fd5fea0c0e6c6f874320077a808	2026-08-01	[REVIEW] reject Telegram language round 3 lifecycle gaps
ag-telegram-operator-language-4	f941278ff6d2ff53c370db5076224428c2fb7eca	2026-08-01	[CODER] inventory Human notify producers and exact delivery
ag-telegram-operator-language-4-evidence	1a97716c007db250b6588efa7aa973c1e88a872f	2026-08-01	[CODER] refresh Telegram language round 4 evidence
ag-telegram-operator-language-5	24f07027249c10afce11706bf82be6ba573cff80	2026-08-02	[CODER] report Telegram producer payload locks
ag-telegram-operator-language-6	afe60f5f693e11766690b23524cbf3b2564ff452	2026-08-02	[CODER] report Telegram language round 6 evidence
ag-telegram-operator-language-7	e93f47d4a97db57db1c2b68a0afa41415f967362	2026-08-02	[CODER] report Telegram language round 7 evidence
ag-telegram-report-format-2	b4bb28dbf78925654e542dd476a4c73ab09b03d7	2026-08-01	[CODER] preserve full Telegram directive in triage
ag-telegram-report-format-3	efe48ee1e882d91e33f130058ae2f637aa3cf2d6	2026-08-01	[CODER] record Telegram report projection round 3 evidence
ag-telegram-report-format-4	00b392279710f7f0fdac0d24137f8718e27ea16f	2026-08-01	[CODER] record Telegram projection round 4 evidence
ag-telegram-report-format-5	32bd1d890bc52f6e41e8def25f67e2c5f7b702a7	2026-08-01	[CODER] record Telegram projection round 5 evidence
ag-telegram-report-format-6	c71768af6b1bb7547392a0d6e7dc8645c1424986	2026-08-02	[CODER] record Telegram projection round 6 evidence
ag-telegram-report-format-7	afb97981c04992f0af17cfc6a4d287bdee3ccf47	2026-08-02	[CODER] record Telegram projection round 7 evidence
ag-telegram-steer-noise-r3-1533	adfbbb0f6369d062e2f5a99bb16c0fd704681bf6	2026-08-02	[CODER] record provenance-safe relay evidence
ag-terminal-alarm-false-positive-3	ebe54591b9676bfa3c9cdd6d5b1df793bc1fe340	2026-08-01	[CODER] Narrow terminal alert echo suppression
ag-test-executor-boundary-r6-1544	c4de239badc1c973cebc343d1e09d2e89309a3eb	2026-08-02	[REVIEW] record r6 verification evidence
ag-test-executor-contention-audit-1537	b89f244833c5a6a220d4422e29e0457ac78ba478	2026-08-02	[REVIEW] audit shared test executor contention
ag-test-executor-enforcement-probe-1542	7acce01330446b9fdeb5836fa2f8ad6d0ee05d13	2026-08-02	[REVIEW] probe test executor enforcement boundary
